,pl_name,hostname,pl_type,sy_snum,sy_pnum,companion_type,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,st_mass,st_met,discoverymethod
701,Kepler-109 b,Kepler109,SE,1,2,1.0,6.4816307,0.0701,2.49,0.2221433,4.9,0.01541712,0.11,0.1,-0.1,1.094,-0.02,Transit
702,Kepler-109 c,Kepler109,SE,1,2,2.0,21.22265,0.1546,2.65,0.23641757,8.2,0.02580009,0.098,0.1,-0.1,1.094,-0.02,Transit
703,Kepler-1655 b,Kepler1655,SE,1,1,1.0,11.8728787,0.1029,2.213,0.19743098,5.4,0.0169903,0.19,0.1,-0.1,1.03,-0.24,Transit
704,Kepler-20 b,Kepler20,SE,2,6,1.0,3.6961049,0.04565,1.773,0.15817674,9.7,0.03051961,0.083,0.1,-0.1,0.929,0.07,Transit
705,Kepler-20 c,Kepler20,SE,2,6,4.0,10.8540774,0.0936,2.894,0.25818583,11.1,0.03492451,0.076,0.1,-0.1,0.929,0.07,Transit
706,Kepler-20 d,Kepler20,SE,2,6,32.0,77.611455,0.3474,2.606,0.23249215,13.4,0.04216111,0.082,0.1,-0.1,0.929,0.07,Transit
707,Kepler-20 e,Kepler20,SE,2,6,2.0,6.0984882,0.0637,0.821,0.07324484,0.76,0.00239123,0.092,0.1,-0.1,0.929,0.07,Transit
708,Kepler-20 f,Kepler20,SE,2,6,8.0,19.578328,0.1387,0.952,0.0849319,1.4,0.00440489,0.094,0.1,-0.1,0.929,0.07,Transit
709,Kepler-20 g,Kepler20,SE,2,6,16.0,34.94,0.2055,,,19.96,0.06280087,0.15,0.01,-0.1,0.948,0.07,Radial Velocity
710,Kepler-21 b,Kepler21,SE,2,1,1.0,2.7858212,0.0434,1.639,0.14622204,7.5,0.02359764,0.0,0.1,-0.1,1.408,-0.03,Transit
711,Kepler-22 b,Kepler22,SE,1,1,1.0,289.863876,0.812,2.1,0.18734977,9.1,0.0286318,0.72,0.1,-0.1,0.857,-0.255,Transit
712,Kepler-323 b,Kepler323,SE,1,2,1.0,1.678328,0.02778,1.381,0.12320478,3.9,0.01227077,0.095,0.1,-0.1,1.015,-0.14,Transit
713,Kepler-323 c,Kepler323,SE,1,2,2.0,3.5538229,0.0458,1.57,0.14006626,6.8,0.02139519,0.095,0.1,-0.1,1.015,-0.14,Transit
714,Kepler-538 b,Kepler538,SE,2,1,1.0,81.73778,0.3554,2.215,0.1976094,12.9,0.04058794,0.21,0.1,-0.1,0.892,-0.09,Transit
715,Kepler-78 b,Kepler78,SE,2,1,1.0,0.35500745,0.00901,1.201,0.10714623,1.68,0.00528587,0.0,0.1,-0.1,0.779,-0.18,Transit
716,TOI-1416 b,TOI1416,SE,1,1,1.0,1.0697568,0.019,1.62,0.14452697,3.48,0.0109493,0.0,0.1,-0.1,0.798,0.08,Transit
717,TOI-1422 b,TOI1422,SE,1,1,1.0,12.9972,0.108,3.96,0.35328815,9.0,0.02831717,0.04,0.05,-0.03,0.981,-0.09,Transit
718,TOI-1807 b,TOI1807,SE,1,1,1.0,0.54937097,0.0122,1.49681583,0.13353719,2.44,0.0076771,0.0,0.1,-0.1,0.8048,0.044,Transit
719,TOI-1853 b,TOI1853,HS,1,1,1.0,1.2436258,0.0213,3.46,0.30868106,73.2,0.23031296,0.03,0.1,-0.1,0.837,0.11,Transit
720,TOI-4010 b,TOI4010,SE,1,4,1.0,1.348335,0.0229,3.02,0.26942682,11.0,0.03460987,0.03,0.03,-0.02,0.88,0.37,Transit
721,TOI-4010 c,TOI4010,HS,1,4,2.0,5.414654,0.058,5.93,0.52904008,20.31,0.06390241,0.03,0.03,-0.02,0.88,0.37,Transit
722,TOI-4010 d,TOI4010,CS,1,4,6.0,14.70886,0.113,6.18,0.55134362,38.15,0.12003332,0.07,0.03,-0.03,0.88,0.37,Transit
723,TOI-4010 e,TOI4010,CJ,1,4,30.0,762.0,1.57,,,692.0,2.17727549,0.26,0.04,-0.04,0.88,0.37,Radial Velocity
724,TOI-431 b,TOI431,SE,1,3,1.0,0.490047,0.0113,1.28,0.11419415,3.07,0.0096593,0.0,0.1,-0.1,0.78,0.2,Transit
725,TOI-431 c,TOI431,SE,1,3,2.0,4.8494,0.052,,,2.83,0.00890418,0.0,0.1,-0.1,0.78,0.2,Radial Velocity
726,TOI-431 d,TOI431,SE,1,3,4.0,12.46103,0.098,3.29,0.29351465,9.9,0.03114888,0.0,0.1,-0.1,0.78,0.2,Transit
727,GJ 3138 b,GJ3138,SE,1,3,1.0,1.22003,0.0197,,,1.78,0.00560048,0.19,0.18,-0.13,0.681,-0.3,Radial Velocity
728,GJ 3138 c,GJ3138,SE,1,3,2.0,5.974,0.057,,,4.18,0.01315168,0.11,0.11,-0.07,0.681,-0.3,Radial Velocity
729,GJ 3138 d,GJ3138,SE,1,3,4.0,257.8,0.698,,,10.5,0.03303653,0.32,0.2,-0.21,0.681,-0.3,Radial Velocity
730,GJ 338 B b,GJ338B,SE,2,1,1.0,24.422,0.142,,,10.6,0.03335133,0.109,0.1,-0.075,0.64,-0.03,Radial Velocity
731,HD 102843 b,HD102843,CS,1,1,1.0,3090.942,4.074,,,113.9,0.35836768,0.11,0.07,-0.07,0.95,0.13,Radial Velocity
732,HD 133131 B b,HD133131B,CJ,2,3,1.0,5769.0,6.15,,,794.575,2.5,0.61,0.04,-0.04,0.93,-0.281,Radial Velocity
733,HD 147018 b,HD147018,WJ,1,2,1.0,44.236,0.2388,,,674.0,2.12,0.4686,0.0081,-0.0081,0.927,0.1,Radial Velocity
734,HD 147018 c,HD147018,CJ,1,2,11.0,1008.0,1.922,,,2080.0,6.56,0.133,0.011,-0.011,0.927,0.1,Radial Velocity
735,HD 188015 b,HD188015,CJ,2,1,1.0,461.2,1.203,,,476.72,1.5,0.137,0.026,-0.026,1.09,0.289,Radial Velocity
736,HD 192699 b,HD192699,CJ,1,1,1.0,340.94,1.063,,,666.17168,2.096,0.082,0.041,-0.041,1.38,-0.15,Radial Velocity
737,HD 200964 b,HD200964,CJ,1,2,1.0,606.3,1.565,,,508.21017,1.599,0.087,0.035,-0.035,1.39,-0.15,Radial Velocity
738,HD 200964 c,HD200964,CJ,1,2,13.0,852.5,1.96,,,385.84562,1.214,0.243,0.047,-0.047,1.39,-0.15,Radial Velocity
739,HD 208487 b,HD208487,WJ,1,1,1.0,130.08,0.524,,,165.265,0.52,0.24,0.16,-0.16,1.13,0.022,Radial Velocity
740,HD 216435 b,HD216435,CJ,1,1,1.0,1311.0,2.56,,,400.4,1.26,0.07,0.078,-0.078,1.3,0.244,Radial Velocity
741,HD 220842 b,HD220842,WJ,2,1,1.0,218.47,0.74,,,1010.6994,3.18,0.404,0.009,-0.009,1.13,-0.17,Radial Velocity
742,HD 22532 b,HD22532,CJ,1,1,1.0,872.6,1.9,,,673.79622284,2.12,0.03,0.03,-0.03,1.57,-0.19,Radial Velocity
743,HD 27442 b,HD27442,CJ,2,1,1.0,428.1,1.271,,,495.8,1.56,0.06,0.043,-0.043,1.23,0.42,Radial Velocity
744,HD 29399 b,HD29399,CJ,1,1,1.0,892.7,1.913,,,498.99059899,1.57,0.05,0.05,-0.05,1.17,0.14,Radial Velocity
745,HD 4760 b,HD4760,CJ,1,1,1.0,434.0,1.14,,,4417.837,13.9,0.23,0.09,-0.06,1.05,-0.91,Radial Velocity
746,HD 48948 b,HD48948,SE,1,3,1.0,7.34013,0.0652,,,4.88,0.0153542,0.055,0.043,-0.043,0.686,-0.21,Radial Velocity
747,HD 48948 c,HD48948,SE,1,3,2.0,38.06,0.1951,,,7.27,0.02287398,0.55,0.044,-0.044,0.686,-0.21,Radial Velocity
748,HD 48948 d,HD48948,SE,1,3,4.0,151.92,0.4894,,,10.59,0.03331987,0.055,0.044,-0.044,0.686,-0.21,Radial Velocity
749,HD 5608 b,HD5608,CJ,2,1,1.0,768.7,1.79,,,371.22357938,1.168,0.11,0.029,-0.08,1.29,0.04,Radial Velocity
750,HD 63433 b,HD63433,HS,1,3,2.0,7.1079384,0.072,2.16351593,0.1930163,37.3,0.11735892,0.0,0.1,-0.1,0.9883,0.079,Transit
751,HD 63433 c,HD63433,SE,1,3,6.0,20.543847,0.146,2.58229101,0.23037697,17.2,0.05411725,0.0,0.1,-0.1,0.9883,0.079,Transit
752,HD 63433 d,HD63433,SE,1,3,1.0,4.209075,0.0503,1.073,0.09572681,,,0.16,0.36,-0.12,0.99,0.03,Transit
753,HD 63935 b,HD63935,SE,1,2,1.0,9.058807,0.083,2.91575244,0.26012646,10.5,0.03303669,0.0,0.1,-0.1,0.9406,0.107,Transit
754,HD 63935 c,HD63935,SE,1,2,2.0,21.4027,0.148,3.06451296,0.273398,11.1,0.03492451,0.0,0.1,-0.1,0.9406,0.107,Radial Velocity
755,HD 73344 b,HD73344,SE,1,3,1.0,15.611,0.131,2.884,0.25729369,10.48,0.03297377,0.03,0.019,-0.013,1.2,0.143,Transit
756,HD 73344 c,HD73344,CS,1,3,2.0,65.94,0.3388,,,118.54999581,0.373,0.124,0.052,-0.053,1.19,0.16,Radial Velocity
757,HD 73344 d,HD73344,CJ,1,3,10.0,5823.0,6.7,,,810.46243785,2.55,0.18,0.14,-0.12,1.19,0.16,Radial Velocity
758,HD 88986 b,HD88986,SE,1,1,1.0,146.05,0.58,2.49,0.2221433,17.2,0.05411725,0.24,0.05,-0.05,1.25,0.06,Radial Velocity
759,HD 95089 b,HD95089,CJ,1,2,1.0,464.4,1.36,,,400.4658,1.26,0.119,0.072,-0.072,1.54,0.05,Radial Velocity
760,HD 95089 c,HD95089,CJ,1,2,13.0,1785.0,3.33,,,1096.5135,3.45,0.284,0.042,-0.042,1.54,0.05,Radial Velocity
761,HIP 5158 b,HIP5158,WJ,1,2,1.0,345.72,0.89,,,451.0,1.42,0.52,0.08,-0.08,0.78,0.1,Radial Velocity
762,HIP 5158 c,HIP5158,CJ,1,2,11.0,9017.76,7.7,,,4780.1632,15.04,0.14,0.1,-0.1,0.78,0.17,Radial Velocity
763,HIP 71135 b,HIP71135,SE,1,1,1.0,87.19,0.335,,,18.8,0.05915112,0.21,0.13,-0.13,0.66,,Radial Velocity
764,HIP 8152 b,HIP8152,SE,1,2,1.0,10.751014,0.093,2.53625843,0.22627021,8.9,0.02800253,0.0,0.1,-0.1,0.9373,0.007,Transit
765,HIP 8152 c,HIP8152,SE,1,2,2.0,19.60562,0.139,2.52442508,0.22521451,10.7,0.03366596,0.2,0.1,-0.1,0.9373,0.007,Transit
766,K2-99 b,K299,WJ,1,2,1.0,18.24783,0.153,11.88151954,1.06,276.51071409,0.87,0.22,0.01,-0.01,1.44,0.2,Transit
767,K2-99 c,K299,CJ,1,2,11.0,522.2,1.43,,,2669.7586188,8.4,0.21,0.009,-0.009,1.44,0.2,Radial Velocity
768,KOI-2513.01,KOI2513,BD,1,1,1.0,19.00547,0.5,2.80224517,0.25,7310.053361,23.0,0.36,0.03,-0.03,0.91,-0.37,Transit
769,Kepler-419 b,Kepler419,WJ,1,2,1.0,69.7546,0.37,10.8,0.96,794.5,2.5,0.833,0.013,-0.013,1.39,0.176,Transit
770,Kepler-419 c,Kepler419,CJ,1,2,11.0,675.47,1.68,,,2320.1,7.3,0.184,0.002,-0.002,1.39,0.176,Transit Timing Variations
771,TIC 241249530 b,TIC241249530,WJ,2,1,1.0,165.7719,0.641,13.29385111,1.186,1582.78546686,4.98,0.9412,0.0009,-0.0009,1.271,0.09,Transit
772,TOI-1136 b,TOI1136,SE,1,6,1.0,4.1727,0.05106,,,3.5,0.01101223,0.027,0.009,-0.009,1.022,0.07,Transit
773,TOI-1136 c,TOI1136,SE,1,6,2.0,6.2574,0.0669,,,6.32,0.01988494,0.11,0.01,-0.01,1.022,0.07,Transit
774,TOI-1136 d,TOI1136,SE,1,6,4.0,12.5199,0.1062,,,8.35,0.02627204,0.042,0.004,-0.004,1.022,0.07,Transit
775,TOI-1136 e,TOI1136,SE,1,6,8.0,18.801,0.13944695068780102,,,6.07,0.01909836,0.0425,0.004,-0.004,1.022,0.07,Transit
776,TOI-1136 f,TOI1136,SE,1,6,16.0,26.321,0.174,,,9.7,0.03051961,0.001,0.001,-0.001,1.022,0.07,Transit
777,TOI-1136 g,TOI1136,SE,1,6,32.0,39.545,0.229,,,5.6,0.01761957,0.04,0.01,-0.01,1.022,0.07,Transit
778,TOI-1288 b,TOI1288,HS,1,2,1.0,2.6998279,0.0374,4.96846551,0.44325757,44.1,0.13875412,0.0,0.1,-0.1,0.9552,0.257,Transit
779,TOI-1288 c,TOI1288,CS,1,2,3.0,416.0,1.07,,,85.7,0.26964235,0.0,0.1,-0.1,0.9552,0.257,Radial Velocity
780,TOI-1386 b,TOI1386,CS,1,2,1.0,25.8401,0.173,6.2163865,0.55458981,45.8,0.14410292,0.0,0.1,-0.1,1.0363,0.149,Transit
781,TOI-1386 c,TOI1386,CS,1,2,5.0,232.0,0.75,,,75.2,0.23660566,0.38,0.17,-0.17,1.0363,0.149,Radial Velocity
782,TOI-1437 b,TOI1437,SE,1,1,1.0,18.840942,0.14,2.24,0.19983976,9.6,0.03020498,0.17,0.11,-0.09,1.1,-0.4924,Transit
783,TOI-1670 b,TOI1670,CS,1,2,1.0,10.98462,0.103,2.06,0.18378121,41.31769291,0.13,0.59,0.17,-0.26,1.21,0.09,Transit
784,TOI-1670 c,TOI1670,WJ,1,2,5.0,40.74976,0.249,11.06326395,0.987,200.23189641,0.63,0.09,0.05,-0.04,1.21,0.09,Transit
785,TOI-1710 b,TOI1710,CS,2,1,1.0,24.283377,0.166,5.20315158,0.46419489,22.4,0.07047828,0.0,0.1,-0.1,1.0258,0.147,Transit
786,TOI-1736 b,TOI1736,SE,1,2,1.0,7.073076,0.073,3.18175535,0.28385769,12.3,0.03870013,0.0,0.1,-0.1,1.0373,0.148,Transit
787,TOI-1736 c,TOI1736,CJ,1,2,2.0,571.25,1.37,,,2441.0,7.68024489,0.3685,0.0021,-0.0021,1.0373,0.148,Radial Velocity
788,TOI-1751 b,TOI1751,SE,1,1,1.0,37.46852,0.215,2.9507845,0.26325181,19.5,0.06135386,0.327,0.083,-0.083,0.9382,-0.373,Transit
789,TOI-2295 b,TOI2295,WJ,1,2,1.0,30.033302,0.1992,16.47720163,1.47,278.09985612,0.875,0.334,0.012,-0.012,1.168,0.316,Transit
790,TOI-2295 c,TOI2295,CJ,1,2,11.0,966.5,2.018,,,1783.01736327,5.61,0.194,0.012,-0.012,1.168,0.316,Radial Velocity
791,TOI-2443 b,TOI2443,SE,1,1,1.0,15.66858,0.105,2.363,0.2108131,4.8,0.01510249,0.301,0.046,-0.034,0.642,-0.29,Transit
792,TOI-2458 b,TOI2458,SE,1,2,1.0,3.73659,0.0482,2.83,0.25247612,13.31,0.04187794,0.087,0.062,-0.056,1.05,-0.1,Transit
793,TOI-2458 c,TOI2458,SE,1,2,2.0,16.553,0.129,,,10.22,0.03215572,0.29,0.16,-0.16,1.05,-0.1,Radial Velocity
794,TOI-2537 b,TOI2537,WJ,1,2,1.0,94.1022,0.3715,11.25381662,1.004,415.40172795,1.307,0.364,0.039,-0.039,0.771,0.08,Transit
795,TOI-2537 c,TOI2537,CJ,1,2,11.0,1920.0,2.78,,,2297.89938261,7.23,0.287,0.06,-0.052,0.771,0.08,Radial Velocity
796,TOI-4127 b,TOI4127,WJ,1,1,1.0,56.39879,0.3081,12.28504285,1.096,731.0053361,2.3,0.7471,0.0078,-0.0086,1.23,0.14,Transit
797,TOI-421 b,TOI421,SE,2,2,1.0,5.197576,0.0554,2.64,0.23552543,6.7,0.02108056,0.13,0.05,-0.05,0.833,-0.044,Transit
798,TOI-421 c,TOI421,SE,2,2,2.0,16.067541,0.117,5.09,0.45410017,14.1,0.04436356,0.19,0.04,-0.04,0.833,-0.044,Transit
799,TOI-4504 b,TOI4504,SE,1,3,1.0,2.42614,0.03392,2.691,0.24007535,,,0.0,0.1,-0.1,0.89,0.16,Transit
800,TOI-4504 c,TOI4504,WJ,1,3,22.0,82.97213,0.3569,11.09689089,0.99,1197.32317485,3.7672,0.032,0.0016,-0.0014,0.89,0.16,Transit
801,TOI-4504 d,TOI4504,WJ,1,3,2.0,40.5634,0.2219,,,450.23572136,1.4166,0.0445,0.001,-0.0009,0.89,0.16,Transit Timing Variations
802,TOI-4515 b,TOI4515,WJ,1,1,1.0,15.266446,0.118,12.17,1.086,637.0,2.005,0.461,0.007,-0.007,0.949,0.05,Transit
803,TOI-4633 c,TOI4633,CS,2,1,1.0,271.9445,0.847,3.2,0.28548537,123.0,0.38700128,0.117,0.186,-0.085,1.1,0.19,Transit
804,TOI-5076 b,TOI5076,SE,2,1,1.0,23.443162,0.1481,3.48935569,0.3113,16.14568308,0.0508,0.0,0.1,-0.1,0.789,0.082,Transit
805,TOI-5110 b,TOI5110,WJ,1,1,1.0,30.158577,0.2157,11.98240037,1.069,921.7023803,2.9,0.745,0.03,-0.027,1.469,0.065,Transit
806,TOI-757 b,TOI757,SE,1,1,1.0,17.46819,0.122,2.5,0.22303545,10.5,0.03303669,0.39,0.08,-0.07,0.8,-0.27,Transit
807,WASP-130 b,WASP130,WJ,1,1,1.0,11.55098,0.1012,9.97601,0.89,390.9309,1.23,0.0,0.1,-0.1,1.04,0.26,Transit
808,iot Dra b,iotDra,CJ,1,2,1.0,510.8544,1.453,,,3756.73177074,11.82,0.701,0.0016,-0.0017,1.54,0.03,Radial Velocity
809,iot Dra c,iotDra,DG,1,2,13.0,25000.0,19.4,,,4958.1231492,15.6,0.455,0.12,-0.084,1.54,0.03,Radial Velocity
810,kap CrB b,kapCrB,CJ,1,1,1.0,1253.68,2.5,,,483.73483545,1.522,0.04,0.013,-0.032,1.33,0.09,Radial Velocity
811,omi CrB b,omiCrB,WJ,1,1,1.0,187.01,0.699,,,355.96781584,1.12,0.105,0.036,-0.079,1.3,-0.27,Radial Velocity
812,CoRoT-22 b,CoRoT22,SE,1,1,1.0,9.75598,0.092,4.88,0.435,12.2,0.038,0.077,0.3,-0.042,1.099,0.17,Transit
813,CoRoT-32 b,CoRoT32,HS,1,1,1.0,6.71837,0.071,6.38913,0.57,47.6745,0.15,,0.1,-0.1,1.08,0.0,Transit
814,CoRoT-36 b,CoRoT36,HJ,1,1,1.0,5.616531,0.066,15.80466279,1.41,216.12331676,0.68,0.0,0.1,-0.1,1.32,-0.1,Transit
815,HAT-P-39 b,HATP39,HJ,2,1,1.0,3.54387,0.0509,17.609,1.571,190.372,0.599,0.0,0.1,-0.1,1.404,0.19,Transit
816,HATS-39 b,HATS39,HJ,1,1,1.0,4.5776348,0.06007,17.59813,1.57,200.2329,0.63,0.275,0.1,-0.1,1.379,0.0,Transit
817,HD 179949 b,HD179949,HJ,1,1,1.0,3.092514,0.0443,,,291.12,0.916,0.022,0.015,-0.015,1.21,0.137,Radial Velocity
818,HD 235088 b,HD235088,SE,1,1,1.0,7.4341325,0.0706,1.982,0.1768225,4.15,0.01305736,0.0,0.1,-0.1,0.849,-0.02,Transit
819,HD 6061 b,HD6061,SE,2,1,1.0,5.2549,0.06,2.42763557,0.21657951,10.0,0.03146352,0.0,0.1,-0.1,1.0269,-0.05,Transit
820,HD 77946 b,HD77946,SE,1,1,1.0,6.527363,0.073,2.89646124,0.25840541,10.9,0.03429524,0.211,0.072,-0.072,1.1973,0.215,Transit
821,K2-157 b,K2157,SE,1,3,1.0,0.3652575,0.00962,0.935,0.0834,1.14,0.0036,,0.1,-0.1,0.89,0.02,Transit
822,K2-157 c,K2157,CS,1,3,2.0,25.942,0.165,,,30.8,0.0967,0.2,0.1,-0.1,0.89,0.02,Radial Velocity
823,K2-157 d,K2157,CS,1,3,10.0,66.5,0.309,,,23.3,0.0732,0.5,0.1,-0.1,0.89,0.02,Radial Velocity
824,K2-79 b,K279,SE,1,1,1.0,10.9947,0.0988,4.09,0.36488599,9.2,0.02894644,0.23,0.1,-0.1,1.066,0.035,Transit
825,KELT-21 b,KELT21,HJ,1,1,1.0,3.6127647,0.05224,17.777474,1.586,1242.7153,3.91,0.0,0.1,-0.1,1.458,-0.405,Transit
826,L 168-9 b,L1689,SE,1,1,1.0,1.40152604,0.0208,1.63,0.14541911,4.07,0.01280565,0.0,0.1,-0.1,0.614,-0.03,Transit
827,OGLE-TR-182 b,OGLETR182,HJ,1,1,1.0,3.9791,0.051,12.666,1.13,320.995,1.01,0.0,0.1,-0.1,1.14,0.37,Transit
828,TIC 365102760 b,TIC365102760,SE,1,1,1.0,4.21285367,0.0622,6.21,0.55402005,19.2,0.06040996,0.406,0.1,-0.1,1.17,0.09,Transit
829,TOI-1194 b,TOI1194,HS,1,1,1.0,2.3106446,0.034,8.71664516,0.77764833,120.0,0.37756222,0.0,0.1,-0.1,0.9835,0.348,Transit
830,TOI-1272 b,TOI1272,HS,1,2,1.0,3.31599,0.0417,4.13204907,0.36863736,27.0,0.0849515,0.35,0.055,-0.055,0.8772,0.182,Transit
831,TOI-1272 c,TOI1272,HS,1,2,3.0,8.6811,0.079,,,21.7,0.06827584,0.12,0.0,0.0,0.8772,0.182,Radial Velocity
832,TOI-1347 b,TOI1347,SE,1,2,1.0,0.84742346,0.01700964845904155,1.8,0.16058552,11.1,0.03492451,0.0,0.1,-0.1,0.913,0.04,Transit
833,TOI-1347 c,TOI1347,SE,1,2,2.0,4.841962,0.05436373256768234,1.6,0.14274268,6.4,0.02013665,0.0,0.1,-0.1,0.913,0.04,Transit
834,TOI-1408 b,TOI1408,HJ,1,2,2.0,4.42587,0.05778,25.0,2.23035445,593.0,1.86578665,0.0023,0.0005,-0.0005,1.312,0.25,Transit
835,TOI-1408 c,TOI1408,SE,1,2,1.0,2.1664,0.03587,2.22,0.19805548,7.6,0.02391227,0.1353,0.0001,-0.0001,1.312,0.25,Transit Timing Variations
836,TOI-2158 b,TOI2158,HJ,1,1,1.0,8.60077,0.075,10.76062147,0.96,260.61929374,0.82,0.07,0.1,-0.1,1.12,0.47,Transit
837,TOI-260 b,TOI260,SE,1,1,1.0,13.475853,0.0943,1.71,0.15255624,4.23,0.01330907,0.0,0.1,-0.1,0.616,-0.47,Transit
838,TOI-2641 b,TOI2641,HS,1,1,1.0,4.880974,0.0607,18.10250383,1.615,122.6817651,0.386,0.18,0.1,-0.1,1.16,-0.15,Transit
839,TOI-286 b,TOI286,SE,1,2,1.0,4.5117244,0.0503,1.42,0.12668413,4.53,0.01425297,0.0,0.1,-0.1,0.832,-0.05,Transit
840,TOI-286 c,TOI286,SE,1,2,2.0,39.361826,0.213,1.88,0.16772265,3.72,0.01170443,0.0,0.1,-0.1,0.832,-0.05,Transit
841,TOI-4551 b,TOI4551,HJ,1,1,1.0,9.95581,0.0994,11.85910158,1.058,473.56432643,1.49,0.101,0.034,-0.033,1.31,0.23,Transit
842,TOI-669 b,TOI669,SE,1,1,1.0,3.945152,0.048,2.58606487,0.23071365,10.0,0.03146352,0.0,0.1,-0.1,0.9245,0.001,Transit
843,TOI-858 B b,TOI858B,HJ,2,1,1.0,3.2797178,0.04435,14.06727078,1.255,349.6112477,1.1,0.15,0.1,-0.1,1.081,0.153,Transit
844,XO-6 b,XO6,HJ,1,1,1.0,3.7650007,0.0815,23.20263,2.07,1398.452,4.4,0.0,0.1,-0.1,1.47,-0.07,Transit
845,WASP-104 b,WASP104,HJ,2,1,1.0,1.7554137,0.02918,12.745,1.137,404.263,1.272,0.0,0.1,-0.1,1.076,0.32,Transit
846,WASP-120 b,WASP120,HJ,1,1,1.0,3.6112706,0.0514,16.510857,1.473,1541.4755,4.85,0.057,0.022,-0.018,1.393,-0.05,Transit
847,WASP-124 b,WASP124,HJ,1,1,1.0,3.37265,0.0449,13.89916,1.24,190.698,0.6,0.017,0.1,-0.1,1.07,-0.02,Transit
848,WASP-140 b,WASP140,HJ,2,1,1.0,2.2359835,0.0323,16.14096,1.44,775.5052,2.44,0.047,0.0035,-0.0035,0.9,0.12,Transit
849,WASP-151 b,WASP151,HS,1,1,1.0,4.533471,0.055,12.66617,1.13,98.5273,0.31,0.003,0.1,-0.1,1.077,0.1,Transit
850,WASP-158 b,WASP158,HJ,1,1,1.0,3.656333,0.0517,11.99363,1.07,886.7457,2.79,0.0,0.1,-0.1,1.38,0.24,Transit
851,WASP-159 b,WASP159,HJ,1,1,1.0,3.840401,0.0538,15.46842,1.38,174.8065,0.55,0.0,0.1,-0.1,1.41,0.22,Transit
852,WASP-161 b,WASP161,HJ,1,1,1.0,5.4060425,0.0673,12.811887,1.143,791.3967,2.49,,0.1,-0.1,1.39,0.16,Transit
853,WASP-163 b,WASP163,HJ,1,1,1.0,1.6096884,0.0266,13.473218,1.202,594.3421,1.87,,0.1,-0.1,0.97,-0.34,Transit
854,WASP-164 b,WASP164,HJ,1,1,1.0,1.7771255,0.02818,12.643752,1.128,676.9779,2.13,0.0,0.1,-0.1,0.946,-0.01,Transit
855,WASP-165 b,WASP165,HJ,1,1,1.0,3.465509,0.04823,14.12334,1.26,209.13214,0.658,0.0,0.1,-0.1,1.248,0.33,Transit
856,WASP-169 b,WASP169,HJ,1,1,1.0,5.6114118,0.0681,14.616536,1.304,178.30263,0.561,0.0,0.1,-0.1,1.337,0.06,Transit
857,WASP-170 b,WASP170,HJ,1,1,1.0,2.34478022,0.0337,12.285064,1.096,508.528,1.6,,0.1,-0.1,0.93,0.22,Transit
858,WASP-171 b,WASP171,HJ,1,1,1.0,3.8186244,0.0504,10.98482,0.98,344.52772,1.084,0.0,0.1,-0.1,1.171,0.04,Transit
859,WASP-175 b,WASP175,HJ,1,1,1.0,3.0652907,0.04403,13.540472,1.208,314.6517,0.99,0.0,0.1,-0.1,1.212,0.15,Transit
860,WASP-177 b,WASP177,HJ,1,1,1.0,3.071722,0.03957,17.71022,1.58,161.45764,0.508,,0.1,-0.1,0.876,0.25,Transit
861,WASP-183 b,WASP183,HJ,1,1,1.0,4.1117771,0.04632,16.47723,1.47,159.55066,0.502,,0.1,-0.1,0.784,-0.31,Transit
862,WASP-185 b,WASP185,HJ,1,1,1.0,9.38755,0.0904,14.01125,1.25,311.4734,0.98,0.24,0.04,-0.04,1.12,-0.02,Transit
863,WASP-186 b,WASP186,HJ,1,1,1.0,5.026799,0.06,12.44199,1.11,1341.2426,4.22,0.33,0.01,-0.01,1.22,-0.08,Transit
864,WASP-187 b,WASP187,HJ,1,1,1.0,5.147878,0.0653,18.38276,1.64,254.264,0.8,0.0,0.1,-0.1,1.54,0.0,Transit
865,WASP-190 b,WASP190,HJ,1,1,1.0,5.367753,0.0663,12.89035,1.15,317.83,1.0,0.0,0.1,-0.1,1.35,-0.02,Transit
866,WASP-23 b,WASP23,HJ,1,1,1.0,2.9444256,0.0376,10.783,0.962,280.95,0.884,0.062,0.1,-0.1,0.78,-0.05,Transit
867,WASP-31 b,WASP31,HS,1,1,1.0,3.4059096,0.04659,17.363,1.549,151.916,0.478,0.0,0.1,-0.1,1.163,-0.2,Transit
868,WASP-94 B b,WASP94B,HJ,2,2,1.0,2.00839,0.0335,,,196.411,0.618,0.0,0.1,-0.1,1.24,0.23,Radial Velocity
869,HIP 97166 b,HIP97166,SE,1,2,1.0,10.288914,0.091,2.4801338,0.2212631,19.1,0.06009532,0.29,0.072,-0.072,0.9342,0.248,Transit
870,HIP 97166 c,HIP97166,SE,1,2,2.0,16.432,0.124,,,8.0,0.02517081,0.0,0.1,-0.1,0.9342,0.248,Radial Velocity
871,TOI-1249 b,TOI1249,SE,1,1,1.0,13.079151,0.109,3.2710301,0.29182226,11.9,0.03744159,0.0,0.1,-0.1,1.0062,0.297,Transit
872,TOI-1279 b,TOI1279,SE,1,1,1.0,9.61419,0.085,2.66146528,0.23744044,10.6,0.03335133,0.0,0.1,-0.1,0.8784,-0.079,Transit
